"index","relation-type","term1","b1","e1","term2","b2","e2","sentence","job"
"248","TWrex-cause","[JOHNES DISEASE]","92","106","[PARATUBERCULOSIS]","31","47","Mycobacterium avium subspecies [PARATUBERCULOSIS] is the etiologic agent of paratuberculosis ([JOHNES DISEASE]), a chronic enteritis in ruminants, which is one of the most widespread bacterial diseases of domestic animals, causing enormous economic losses worldwide.","0"
"249","TWrex-cause","[JOHNES DISEASE]","92","106","[PARATUBERCULOSIS]","74","90","Mycobacterium avium subspecies paratuberculosis is the etiologic agent of [PARATUBERCULOSIS] ([JOHNES DISEASE]), a chronic enteritis in ruminants, which is one of the most widespread bacterial diseases of domestic animals, causing enormous economic losses worldwide.","0"
"250","TWrex-cause","[VENEZUELAN EQUINE ENCEPHALITIS]","103","133","[VEE]","232","235","Pairwise comparison of the deduced amino acid sequences of the polyproteins of five alphaviruses (EEE, [VENEZUELAN EQUINE ENCEPHALITIS], Sindbis, Semliki Forest and Ross River viruses) revealed EEE virus to be more closely related to [VEE] virus than to the other three viruses.","0"
"254","TWrex-cause","[AUREUS]","15","21","[S. AUREUS]","23","32","Staphylococcus [AUREUS] ([S. AUREUS]) isolates from beef carcasses, minced beef, and dressed chicken were assayed for production of enterotoxin A, B, C and D using reverse passive agglutination technique.","0"
"262","TWrex-cause","[HEPATITIS]","28","37","[HCV]","47","50","The vaccine development for [HEPATITIS] C virus ([HCV]) is highly urgent to prevent non A and non B hepatitis.","0"
"263","TWrex-cause","[HEPATITIS]","96","105","[HCV]","47","50","The vaccine development for hepatitis C virus ([HCV]) is highly urgent to prevent non A and non B [HEPATITIS].","0"
"273","TWrex-cause","[SEVERE ACUTE RESPIRATORY SYNDROME]","4","37","[SARS-COV]","51","59","The [SEVERE ACUTE RESPIRATORY SYNDROME] coronavirus ([SARS-COV]) nucleocapsid protein (NP) is one of the predominant antigenic protein and the most abundant shed antigen throughout the sars-cov infection.","0"
"275","TWrex-cause","[AIDS]","183","187","[HIV]","85","88","In response to the overwhelming burden of new cases of human immunodeficiency virus ([HIV]) in Africa, Asia, Latin America, and the Caribbean, the Joint United Nations Programme on hiv/[AIDS] (UNaids), in 1997, initiated a project to examine the application of existing communication theories/models to hiv/acquired immune deficiency virus (aids) prevention and care in these regions.","0"
"278","TWrex-cause","[AIDS]","191","195","[HIV]","85","88","In response to the overwhelming burden of new cases of human immunodeficiency virus ([HIV]) in Africa, Asia, Latin America, and the Caribbean, the Joint United Nations Programme on hiv/aids (UN[AIDS]), in 1997, initiated a project to examine the application of existing communication theories/models to hiv/acquired immune deficiency virus (aids) prevention and care in these regions.","0"
"279","TWrex-cause","[AIDS]","191","195","[HIV]","179","182","In response to the overwhelming burden of new cases of human immunodeficiency virus (hiv) in Africa, Asia, Latin America, and the Caribbean, the Joint United Nations Programme on [HIV]/aids (UN[AIDS]), in 1997, initiated a project to examine the application of existing communication theories/models to hiv/acquired immune deficiency virus (aids) prevention and care in these regions.","0"
"280","TWrex-cause","[AIDS]","191","195","[HIV]","299","302","In response to the overwhelming burden of new cases of human immunodeficiency virus (hiv) in Africa, Asia, Latin America, and the Caribbean, the Joint United Nations Programme on hiv/aids (UN[AIDS]), in 1997, initiated a project to examine the application of existing communication theories/models to [HIV]/acquired immune deficiency virus (aids) prevention and care in these regions.","0"
"281","TWrex-cause","[AIDS]","337","341","[HIV]","85","88","In response to the overwhelming burden of new cases of human immunodeficiency virus ([HIV]) in Africa, Asia, Latin America, and the Caribbean, the Joint United Nations Programme on hiv/aids (UNaids), in 1997, initiated a project to examine the application of existing communication theories/models to hiv/acquired immune deficiency virus ([AIDS]) prevention and care in these regions.","0"
"282","TWrex-cause","[AIDS]","337","341","[HIV]","179","182","In response to the overwhelming burden of new cases of human immunodeficiency virus (hiv) in Africa, Asia, Latin America, and the Caribbean, the Joint United Nations Programme on [HIV]/aids (UNaids), in 1997, initiated a project to examine the application of existing communication theories/models to hiv/acquired immune deficiency virus ([AIDS]) prevention and care in these regions.","0"
"283","TWrex-cause","[AIDS]","337","341","[HIV]","299","302","In response to the overwhelming burden of new cases of human immunodeficiency virus (hiv) in Africa, Asia, Latin America, and the Caribbean, the Joint United Nations Programme on hiv/aids (UNaids), in 1997, initiated a project to examine the application of existing communication theories/models to [HIV]/acquired immune deficiency virus ([AIDS]) prevention and care in these regions.","0"
"291","TWrex-cause","[VIRUS]","117","122","[HIV]","124","127","In this study we estimated occurrence of the booster effect in a population infected with the human immunodeficiency [VIRUS] ([HIV]) and assessed the relation between the booster effect, T-lymphocyte CD4 cell counts, tuberculosis risk categories, and hiv exposure categories.","0"
"306","TWrex-cause","[AIDS]","133","137","[HUMAN IMMUNODEFICIENCY VIRUS]","62","90","In Spain, approximately 10 years passed between the time when [HUMAN IMMUNODEFICIENCY VIRUS] (HIV)/acquired immunodeficiency syndrome ([AIDS]) harm-reduction programs should have been developed with sufficient coverage to have an optimum impact on public health (before the HIV/aids epidemic's explosion in 1984) and the date of their actual implementation.","0"
"307","TWrex-cause","[AIDS]","274","278","[HUMAN IMMUNODEFICIENCY VIRUS]","62","90","In Spain, approximately 10 years passed between the time when [HUMAN IMMUNODEFICIENCY VIRUS] (HIV)/acquired immunodeficiency syndrome (aids) harm-reduction programs should have been developed with sufficient coverage to have an optimum impact on public health (before the HIV/[AIDS] epidemic's explosion in 1984) and the date of their actual implementation.","0"
