"index","relation-type","term1","b1","e1","term2","b2","e2","sentence","job"
"1668","TWrex-symptom","[DEPRESSION]","134","144","[HD]","20","22","Fifty patients with [HD] completed the Beck Depression Inventory-II (BDI-II), the Hospital Anxiety and Depression Scale (HADS), and the [DEPRESSION] Intensity Scale Circles (DISCs.","0"
"1670","TWrex-symptom","[HYPEREXTENSIBLE SKIN]","130","150","[SYNDROME]","225","233","Individuals bearing the mutation, whether they had experienced an episode of cortical hyperostosis or not, had joint hyperlaxity, [HYPEREXTENSIBLE SKIN], and inguinal hernias resembling symptoms of a mild form of Ehlers-Danlos [SYNDROME] type III.","0"
"1671","TWrex-symptom","[OBESITY]","155","162","[SYNDROME]","13","21","Bardet-Biedl [SYNDROME] (BBS) is a clinically and genetically heterogeneous autosomal recessive disorder characterized by retinitis pigmentosa, polydactyly, [OBESITY], hypogenitalism, mental retardation, and renal anomalies.","0"
"1672","TWrex-symptom","[PROGNATHIA]","124","134","[ANGELMAN SYNDROME]","25","42","The clinical features of [ANGELMAN SYNDROME] (AS) comprise severe mental retardation, postnatal microcephaly, macrostomia and [PROGNATHIA], absence of speech, ataxia, and a happy disposition.","0"
"1673","TWrex-symptom","[RETARDATION]","101","112","[SYNDROME]","6","14","Barth [SYNDROME] is an inherited disorder characterized by dilated cardiomyopathy, neutropenia, growth [RETARDATION], and skeletal myopathy.","0"
"1674","TWrex-symptom","[MUSCLE RIGIDITY]","25","40","[HYPERTHERMIA]","148","160","He developed high fever, [MUSCLE RIGIDITY], tachycardia, arrhythmias, hypotension and mottled cyanosis, symptoms well-known in persons with malignant [HYPERTHERMIA], an autosomally inherited disease of skeletal muscle.","0"
"1675","TWrex-symptom","[AGENESIS OF THE CORPUS CALLOSUM]","0","31","[SYNDROME]","108","116","[AGENESIS OF THE CORPUS CALLOSUM] and malformation of limbic structures are described in a patient with Apert [SYNDROME], a disorder characterized by acrocephaly, severe syndactyly, and often, mental retardation.","0"
"1676","TWrex-symptom","[PAIN]","206","210","[TRIGEMINAL NEURALGIA]","93","113","We think that microvascular decompression (MVD) should be the first operation considered for [TRIGEMINAL NEURALGIA], but we BCR as the procedure of choice in the aged and medically infirm, especially when V1 [PAIN] is present, in patients with multiple sclerosis, for recurrences after other procedures, and in virtually any situation in which MVD is, for some reason, not feasible.","0"
"1679","TWrex-symptom","[INFECTION]","123","132","[HIV]","32","35","By December 1986, 82 (45%) were [HIV] seropositive, and of these, ten (12%) had developed AIDS, 28 (34%) had symptomatic hiv [INFECTION] (CDC class III, IV), of whom 14 (17%) had AIDS-related complex (ARC), and 44 (54%) had asymptomatic hiv infection (CDC class II.","0"
"1680","TWrex-symptom","[INFECTION]","123","132","[HIV]","119","122","By December 1986, 82 (45%) were hiv seropositive, and of these, ten (12%) had developed AIDS, 28 (34%) had symptomatic [HIV] [INFECTION] (CDC class III, IV), of whom 14 (17%) had AIDS-related complex (ARC), and 44 (54%) had asymptomatic hiv infection (CDC class II.","0"
"1681","TWrex-symptom","[INFECTION]","123","132","[HIV]","233","236","By December 1986, 82 (45%) were hiv seropositive, and of these, ten (12%) had developed AIDS, 28 (34%) had symptomatic hiv [INFECTION] (CDC class III, IV), of whom 14 (17%) had AIDS-related complex (ARC), and 44 (54%) had asymptomatic [HIV] infection (CDC class II.","0"
"1682","TWrex-symptom","[INFECTION]","237","246","[HIV]","32","35","By December 1986, 82 (45%) were [HIV] seropositive, and of these, ten (12%) had developed AIDS, 28 (34%) had symptomatic hiv infection (CDC class III, IV), of whom 14 (17%) had AIDS-related complex (ARC), and 44 (54%) had asymptomatic hiv [INFECTION] (CDC class II.","0"
"1683","TWrex-symptom","[INFECTION]","237","246","[HIV]","119","122","By December 1986, 82 (45%) were hiv seropositive, and of these, ten (12%) had developed AIDS, 28 (34%) had symptomatic [HIV] infection (CDC class III, IV), of whom 14 (17%) had AIDS-related complex (ARC), and 44 (54%) had asymptomatic hiv [INFECTION] (CDC class II.","0"
"1684","TWrex-symptom","[INFECTION]","237","246","[HIV]","233","236","By December 1986, 82 (45%) were hiv seropositive, and of these, ten (12%) had developed AIDS, 28 (34%) had symptomatic hiv infection (CDC class III, IV), of whom 14 (17%) had AIDS-related complex (ARC), and 44 (54%) had asymptomatic [HIV] [INFECTION] (CDC class II.","0"
"1685","TWrex-symptom","[SEIZURE]","62","69","[EPILEPSY]","138","146","As a benchmark we used the discriminative power to detect the [SEIZURE]-generating hemisphere in medically intractable mesial temporal lobe [EPILEPSY].","0"
"1686","TWrex-symptom","[PARKINSONISM]","182","194","[DLB]","0","3","[DLB] is the second most common neurodegenerative dementia after Alzheimer's disease, which is characterized clinically by fluctuating cognitive impairments, visual hallucinations and [PARKINSONISM], and pathologically by the appearance of cortical LBs. To characterize the components of LBs, we have developed a purification procedure for LBs from cortices of patients with dlb using sucrose density separation followed by fluorescence-activated particle sorting.","0"
"1687","TWrex-symptom","[PARKINSONISM]","182","194","[DLB]","371","374","dlb is the second most common neurodegenerative dementia after Alzheimer's disease, which is characterized clinically by fluctuating cognitive impairments, visual hallucinations and [PARKINSONISM], and pathologically by the appearance of cortical LBs. To characterize the components of LBs, we have developed a purification procedure for LBs from cortices of patients with [DLB] using sucrose density separation followed by fluorescence-activated particle sorting.","0"
"1688","TWrex-symptom","[TUBULAR PATTERN]","21","36","[ACC]","0","3","[ACC] with predominant [TUBULAR PATTERN] presented a significantly lower mean index of MT immunopositivity than did solid or cribriform subtypes, while these two latter groups did not differ in terms of MT expression.","0"
"1689","TWrex-symptom","[TREMOR]","33","39","[WILSON'S DISEASE]","93","109","A pediatric case presenting with [TREMOR] of the tongue and dysarthria as the only findings of [WILSON'S DISEASE] is reported.","0"
"1690","TWrex-symptom","[EXOCRINE PANCREATIC INSUFFICIENCY]","81","114","[SYNDROME]","18","26","Shwachman-Diamond [SYNDROME] (SDS) is a rare multisystem disorder characterized by [EXOCRINE PANCREATIC INSUFFICIENCY], bone marrow dysfunction, and metaphyseal chondrodysplasia.","0"
"1691","TWrex-symptom","[HEADACHE]","0","8","[MIGRAINE]","14","22","[HEADACHE]-free [MIGRAINE] sufferers had increased numbers of dense bodies, decreased dense body secretion, a defective link between cytosolic ionized calcium and platelet activation, an abnormal sensitivity to activation by platelet-activating factor and decreased serotonin metabolism in the presence of an unactivated platelet.","0"
"1692","TWrex-symptom","[PAIN]","41","45","[FIBROMYALGIA]","0","12","[FIBROMYALGIA] is a common musculoskeletal [PAIN] condition associated with chronic widespread pain, tenderness at various points on the body, fatigue, and sleep abnormalities.","0"
"1693","TWrex-symptom","[PAIN]","91","95","[FIBROMYALGIA]","0","12","[FIBROMYALGIA] is a common musculoskeletal pain condition associated with chronic widespread [PAIN], tenderness at various points on the body, fatigue, and sleep abnormalities.","0"
"1694","TWrex-symptom","[HYPOPLASIA]","117","127","[SYNDROME]","8","16","Apert's [SYNDROME] is a developmental malformation characterized by craniosynostosis, a cone shaped calvarium, midface [HYPOPLASIA], pharyngeal attenuation, ocular manifestations and syndactyly of the hands and feet.","0"
"1695","TWrex-symptom","[HEADACHE]","9","17","[MIGRAINE]","0","8","[MIGRAINE] [HEADACHE]s affect 12% of the adult population in the United States and cause a significant economic loss due to decreased workplace productivity Although interactions between pharmacists and individuals with headache are common, few pharmacists receive adequate training regarding migraine therapy.","0"
"1696","TWrex-symptom","[HEADACHE]","9","17","[MIGRAINE]","289","297","Migraine [HEADACHE]s affect 12% of the adult population in the United States and cause a significant economic loss due to decreased workplace productivity Although interactions between pharmacists and individuals with headache are common, few pharmacists receive adequate training regarding [MIGRAINE] therapy.","0"
"1697","TWrex-symptom","[HEADACHE]","216","224","[MIGRAINE]","0","8","[MIGRAINE] headaches affect 12% of the adult population in the United States and cause a significant economic loss due to decreased workplace productivity Although interactions between pharmacists and individuals with [HEADACHE] are common, few pharmacists receive adequate training regarding migraine therapy.","0"
"1698","TWrex-symptom","[HEADACHE]","216","224","[MIGRAINE]","289","297","Migraine headaches affect 12% of the adult population in the United States and cause a significant economic loss due to decreased workplace productivity Although interactions between pharmacists and individuals with [HEADACHE] are common, few pharmacists receive adequate training regarding [MIGRAINE] therapy.","0"
"1699","TWrex-symptom","[PAIN]","8","12","[COMPLEX REGIONAL PAIN SYNDROME TYPE I]","28","65","Chronic [PAIN] resulting from [COMPLEX REGIONAL PAIN SYNDROME TYPE I] (CRPS I), formerly referred to as the reflex sympathetic dystrophy syndrome (RSDS), is a diagnostic challenge to the clinician.","0"
"1701","TWrex-symptom","[MENTAL RETARDATION]","115","133","[CORNELIA DE LANGE SYNDROME]","0","26","[CORNELIA DE LANGE SYNDROME] (CdLS) is a multiple malformation disorder characterized by dysmorphic facial features, [MENTAL RETARDATION], growth delay and limb reduction defects.","0"
"1703","TWrex-symptom","[DIARRHEA]","152","160","[TRAVELLER'S DIARRHEA]","168","188","Four cases chosen from the outpatient department of a Swiss medical polyclinic are presented and serve as a basis for discussing persistent and chronic [DIARRHEA], acute [TRAVELLER'S DIARRHEA], and hypereosinophilia.","0"
"1704","TWrex-symptom","[SEIZURE]","76","83","[DRAVET SYNDROME]","0","15","[DRAVET SYNDROME] is a severe infantile onset epilepsy syndrome with multiple [SEIZURE] types, developmental slowing and poor outcome.","0"
"1705","TWrex-symptom","[ENAMEL HYPOPLASIA]","158","175","[SLS]","44","47","Compared with fully healthy individuals the [SLS]-patients had higher caries indices, a higher frequency of gingivitis and periodontitis, a higher frequency of [ENAMEL HYPOPLASIA]s, but a similar prevalence of malocclusions.","0"
"1706","TWrex-symptom","[HYPERTELORISM]","105","118","[SYNDROME]","2","10","G [SYNDROME] is a familial constellation of congenital anomalies that include a distinctive facies, ocular [HYPERTELORISM], prominent occiput and forehead, short lingual frenulum, stridor, hoarse cry, and laryngotracheoesophageal (LTE) clefts, as well as hypospadias and cryptorchidism.","0"
"1707","TWrex-symptom","[KERATOCYST]","0","10","[NEVOID BASAL CELL CARCINOMA SYNDROME]","113","149","[KERATOCYST]s of the solitary type were histologically and histometrically compared with those associated with the [NEVOID BASAL CELL CARCINOMA SYNDROME] (NBS.","0"
"1708","TWrex-symptom","[HYDROCEPHALUS]","68","81","[WWS]","237","240","We report the case of an infant with facial dysmorphism, congenital [HYDROCEPHALUS], severe hypotonia and absence of psychomotor development, with ocular and cerebral malformations consistent with the diagnosis of Walker-Warburg syndrome ([WWS].","0"
"1709","TWrex-symptom","[PAIN]","84","88","[POSTHERPETIC NEURALGIA]","120","142","Today's systemic antiviral drugs can reduce the severity of the eruption, limit the [PAIN], and diminish the incidence of [POSTHERPETIC NEURALGIA].","0"
"1710","TWrex-symptom","[BLACK LIVER]","75","86","[DJS]","46","49","This case illustrates for the first time that [DJS] is not the only cause of [BLACK LIVER].","0"
"1711","TWrex-symptom","[SEIZURE]","117","124","[ABSENCE STATUS]","176","190","In a group of 185 children treated with cyclosporine after bone marrow transplantation, 15 (8%) presented with acute [SEIZURE]s that were generalized in 7 and focal in 7 and had [ABSENCE STATUS] in 1.","0"
"1712","TWrex-symptom","[PAIN]","228","232","[CARCINOMA]","46","55","We describe a case of metastatic ameloblastic [CARCINOMA] in both kidneys of a 38-year-old Japanese man, who had a history of malignant ameloblastoma and was referred to us for evaluation because of gross hematuria and left flank [PAIN].","0"
"1713","TWrex-symptom","[PAIN]","42","46","[PHN]","205","208","PERSPECTIVE: Comprehensive assessments of [PAIN] are necessary for clinical research on the epidemiology, natural history, pathophysiologic mechanisms, treatment, and prevention of pain in herpes zoster and [PHN].","0"
"1714","TWrex-symptom","[PAIN]","179","183","[PHN]","205","208","PERSPECTIVE: Comprehensive assessments of pain are necessary for clinical research on the epidemiology, natural history, pathophysiologic mechanisms, treatment, and prevention of [PAIN] in herpes zoster and [PHN].","0"
"1715","TWrex-symptom","[SCOLIOSIS]","68","77","[RETT SYNDROME]","81","94","Surgery in a specialized unit is satisfactory management for severe [SCOLIOSIS] in [RETT SYNDROME].","0"
"1716","TWrex-symptom","[DIABETES]","151","159","[WOLFRAM SYNDROME]","0","16","[WOLFRAM SYNDROME] (WFS1, OMIM 222300) is a rare genetic disorder associated with multiple organ abnormalities, most prominently optic nerve atrophy and [DIABETES].","0"
"1717","TWrex-symptom","[ACANTHOSIS]","379","389","[DISEASE]","323","330","Skin changes associated with internal malignancies can be classified into five groups: 1) cutaneous metastasis from internal malignancies, 2) non-specific reactional skin changes caused by toxic or allergic processes due to these malignancies, including pruritus cutaneous, urticaria and so on, 3) specific skin changes or [DISEASE]s closely related to the malignancies, including [ACANTHOSIS] nigricans, dermatomyositis, Leser- Trélat syndrome, 4) the syndrome caused by simultaneous effects of oncogenesis both on the skin and on the internal organs, including multiple Bowen's disease, and 5) congenital hereditary syndrome.","0"
"1718","TWrex-symptom","[ACANTHOSIS]","379","389","[DISEASE]","577","584","Skin changes associated with internal malignancies can be classified into five groups: 1) cutaneous metastasis from internal malignancies, 2) non-specific reactional skin changes caused by toxic or allergic processes due to these malignancies, including pruritus cutaneous, urticaria and so on, 3) specific skin changes or diseases closely related to the malignancies, including [ACANTHOSIS] nigricans, dermatomyositis, Leser- Trélat syndrome, 4) the syndrome caused by simultaneous effects of oncogenesis both on the skin and on the internal organs, including multiple Bowen's [DISEASE], and 5) congenital hereditary syndrome.","0"
"1719","TWrex-symptom","[ATAXIA]","198","204","[BIOTINIDASE DEFICIENCY]","61","83","Even without typical cutaneous findings or organic aciduria, [BIOTINIDASE DEFICIENCY] should be considered among the differential diagnosis in any child presenting with either episodic or progressive [ATAXIA] or sensorineural deafness as prompt diagnosis and treatment with biotin may induce an excellent recovery.","0"
"1720","TWrex-symptom","[OEDEMA]","37","43","[PRE-ECLAMPSIA]","129","142","High weight gain, fluid retention or [OEDEMA] is associated with a lower incidence of small babies, but with a higher incidence of [PRE-ECLAMPSIA].","0"
"1722","TWrex-symptom","[PROTEINURIA]","184","195","[PRE-ECLAMPSIA]","0","13","[PRE-ECLAMPSIA] was defined as the occurrence, after 20 weeks' gestation, of a diastolic blood pressure greater than 90 mmHg on two or more occasions at least 4 h apart, and concomitant [PROTEINURIA] greater than 0.3 g/l over a 24-h urine collection period.","0"
"1723","TWrex-symptom","[SEIZURE]","165","172","[EPILEPSY]","48","56","A 21-year-old male presented with temporal lobe [EPILEPSY] associated with a venous angioma in the ipsilateral frontal lobe, presenting as intractable complex partial [SEIZURE]s.","0"
"1724","TWrex-symptom","[PURPURA]","288","295","[TTP]","297","300","Congenital or immunomediated deficiencies of the metalloprotease that cleaves physiologically von Willebrand factor (vWF) reduce or abolish the degradation of ultralarge vWF multimers that cause the formation of intravascular platelet thrombi in patients with thrombotic thrombocytopenic [PURPURA] ([TTP].","0"
"1725","TWrex-symptom","[RETINITIS PIGMENTOSA]","49","69","[SYNDROME]","13","21","Bardet Biedl [SYNDROME] (BBS) includes presence of [RETINITIS PIGMENTOSA] (RP) with obesity, mental retardation, polydactyly and renal abnormalities.","0"
"1730","TWrex-symptom","[PAIN]","27","31","[TRIGEMINAL NEURALGIA]","89","109","Several different types of [PAIN] are found in patients with MS, including extremity pain, [TRIGEMINAL NEURALGIA], Lhermitte's sign, painful tonic spasms, back pain, and headache.","0"
"1731","TWrex-symptom","[PAIN]","83","87","[TRIGEMINAL NEURALGIA]","89","109","Several different types of pain are found in patients with MS, including extremity [PAIN], [TRIGEMINAL NEURALGIA], Lhermitte's sign, painful tonic spasms, back pain, and headache.","0"
"1732","TWrex-symptom","[PAIN]","129","133","[TRIGEMINAL NEURALGIA]","89","109","Several different types of pain are found in patients with MS, including extremity pain, [TRIGEMINAL NEURALGIA], Lhermitte's sign, [PAIN]ful tonic spasms, back pain, and headache.","0"
"1733","TWrex-symptom","[PAIN]","156","160","[TRIGEMINAL NEURALGIA]","89","109","Several different types of pain are found in patients with MS, including extremity pain, [TRIGEMINAL NEURALGIA], Lhermitte's sign, painful tonic spasms, back [PAIN], and headache.","0"
"1734","TWrex-symptom","[SEIZURE]","81","88","[STATUS]","6","12","After [STATUS] epilepticus, their presence predicts the development of spontaneous [SEIZURE]s.","0"
"1735","TWrex-symptom","[RUPTURE]","100","107","[INFECTIOUS MONONUCLEOSIS]","45","69","We report the case of a 36 year old man with [INFECTIOUS MONONUCLEOSIS] who had a spontaneous splenic [RUPTURE] and who was successfully managed by splenectomy.","0"
"1736","TWrex-symptom","[ABDOMINAL PAIN]","147","161","[SYNDROME]","79","87","A 14-year-old girl with the mitochondrial neurogastrointestinal encephalopathy [SYNDROME] had an 8-year history of intestinal pseudoobstruction with [ABDOMINAL PAIN], persistent vomiting, gastric and duodenal dilatation, and duodenal diverticulosis.","0"
"1737","TWrex-symptom","[DEMENTIA]","100","108","[DISEASE]","7","14","Lafora [DISEASE] (LD) is an autosomal recessive inherited form of progressive myoclonic epilepsy with [DEMENTIA] and ataxia, usually presenting in the second decade of life and inexorably progressing until death.","0"
"1738","TWrex-symptom","[MEDULLARY THYROID CARCINOMA]","156","183","[SYNDROME]","54","62","Multiple endocrine neoplasia (MEN) type 2A, or Sipple [SYNDROME], is a rare autosomal dominantly inherited syndrome, which is characterized as combination of [MEDULLARY THYROID CARCINOMA], pheochromocytoma, primary hyperparathyroidism, sometimes with rarer inherited disorders like Hirschsprung disease and cutaneous lichen amyloidosis.","0"
"1739","TWrex-symptom","[MEDULLARY THYROID CARCINOMA]","156","183","[SYNDROME]","105","113","Multiple endocrine neoplasia (MEN) type 2A, or Sipple syndrome, is a rare autosomal dominantly inherited [SYNDROME], which is characterized as combination of [MEDULLARY THYROID CARCINOMA], pheochromocytoma, primary hyperparathyroidism, sometimes with rarer inherited disorders like Hirschsprung disease and cutaneous lichen amyloidosis.","0"
"1740","TWrex-symptom","[HYPOSPADIAS]","104","115","[BBB SYNDROME]","8","20","Opitz G/[BBB SYNDROME] (OS) is a congenital midline malformation syndrome characterized by hypertelorism, [HYPOSPADIAS], cleft lip/palate, laryngotracheoesophageal abnormalities, imperforate anus, developmental delay and cardiac defects.","0"
"1741","TWrex-symptom","[PAIN]","47","51","[CHRONIC PAIN SYNDROME]","4","25","The [CHRONIC PAIN SYNDROME] differs from chronic [PAIN].","0"
"1744","TWrex-symptom","[PAIN]","161","165","[FIBROMYALGIA]","99","111","Plasma and urinary catecholamines were measured in a blinded manner among 30 patients with primary [FIBROMYALGIA] (PF) and 30 healthy controls without significant [PAIN] to determine possible elevations of catecholamines in PF, as well as their correlations with psychological and clinical variables in this syndrome.","0"
"1745","TWrex-symptom","[SHORT STATURE]","126","139","[TRISOMY 21]","20","30","Down syndrome (DS), [TRISOMY 21], is a genetic disorder in which an extra portion of chromosome 21 leads to mental retardation, [SHORT STATURE], and phenotypic abnormalities.","0"
"1747","TWrex-symptom","[HYPERTELORISM]","89","102","[SYNDROME]","12","20","Opitz G/BBB [SYNDROME] (OS) is a congenital midline malformation syndrome characterized by [HYPERTELORISM], hypospadias, cleft lip/palate, laryngotracheoesophageal abnormalities, imperforate anus, developmental delay and cardiac defects.","0"
"1748","TWrex-symptom","[HYPERTELORISM]","89","102","[SYNDROME]","63","71","Opitz G/BBB syndrome (OS) is a congenital midline malformation [SYNDROME] characterized by [HYPERTELORISM], hypospadias, cleft lip/palate, laryngotracheoesophageal abnormalities, imperforate anus, developmental delay and cardiac defects.","0"
"1749","TWrex-symptom","[HEMANGIOMA]","75","85","[SYNDROME]","43","51","Herein, we describe a case of Sturge-Weber [SYNDROME] with diffuse choroidal [HEMANGIOMA] which was successfully treated with low dose lens-sparing external beam radiotherapy.","0"
"1750","TWrex-symptom","[ASTHMA]","238","244","[ATOPIC DERMATITIS]","65","82","Frequently associated with respiratory allergy during adulthood, [ATOPIC DERMATITIS] often represents the first phenotypic appearance of atopy in early childhood when the allergic 'march' starts and progressively moves toward food allergy, [ASTHMA], and rhinitis.","0"
"1751","TWrex-symptom","[HEADACHE]","69","77","[MIGRAINE]","320","328","To see whether vascular reactivity differed among clinically-defined [HEADACHE] categories, amplitude of pulsation of the superficial temporal artery, facial temperature, blood pressure, heart rate and respiration rate were monitored during mental arithmetic and reaction time tests in 30 young women subject to classical [MIGRAINE], common migraine or episodically-recurring tension headaches, and in 10 others who rarely or never had headaches.","0"
