unit_id,worker_id,worker_trust,external_type,step_1_select_the_valid_relations,step_2b_if_you_selected_none_in_step_1_explain_why,step_2a_copy__paste_only_the_words_from_the_sentence_that_express_the_relation_you_selected_in_step1,started_at,created_at,term1,term2,sentence
227816726,14119448,0.78908472686734,amt,[DIAGNOSED_BY_TEST_OR_DRUG],"mentions test","mentions test","11/24/2012 13:47:51","11/24/2012 13:48:12","[LIVER FIBROSIS]","[DIAGNOSTIC TEST]","Non-invasive [DIAGNOSTIC TEST]s have been developed, such as FibroTest, that estimates [LIVER FIBROSIS], and SteatoTest, that estimates steatosis, however their use has not been widely adopted."
227816726,232672,1,amt,[DIAGNOSED_BY_TEST_OR_DRUG],N/A,"that estimates","11/24/2012 14:22:45","11/24/2012 14:26:55","[LIVER FIBROSIS]","[DIAGNOSTIC TEST]","Non-invasive [DIAGNOSTIC TEST]s have been developed, such as FibroTest, that estimates [LIVER FIBROSIS], and SteatoTest, that estimates steatosis, however their use has not been widely adopted."
227816726,12571056,0.996,amt,[DIAGNOSED_BY_TEST_OR_DRUG],N/A,estimates,"11/24/2012 19:29:41","11/24/2012 19:30:35","[LIVER FIBROSIS]","[DIAGNOSTIC TEST]","Non-invasive [DIAGNOSTIC TEST]s have been developed, such as FibroTest, that estimates [LIVER FIBROSIS], and SteatoTest, that estimates steatosis, however their use has not been widely adopted."
227816715,2429663,1,amt,[SYMPTOM],n/a,"causing vascular leakage of fluid and cells, and ultimately","11/23/2012 21:31:22","11/23/2012 21:32:13","[LYMPH VESSEL]","[HYPOVOLEMIC SHOCK]","However, recent evidence indicates that anthrax also targets endothelial cells (cells that lines serous cavities, [LYMPH VESSEL]s, and blood vessels), causing vascular leakage of fluid and cells, and ultimately [HYPOVOLEMIC SHOCK] (low blood volume), and septic shock."
227816715,7918256,0.96698872785829,amt,[NONE],"They are two unrelated elements",N/A,"11/23/2012 21:39:54","11/23/2012 21:41:33","[LYMPH VESSEL]","[HYPOVOLEMIC SHOCK]","However, recent evidence indicates that anthrax also targets endothelial cells (cells that lines serous cavities, [LYMPH VESSEL]s, and blood vessels), causing vascular leakage of fluid and cells, and ultimately [HYPOVOLEMIC SHOCK] (low blood volume), and septic shock."
227816715,1246916,0.86363636363636,amt,[CAUSES],"causing vascular leakage of fluid and cells","causing vascular leakage of fluid and cells","11/23/2012 21:45:42","11/23/2012 21:46:35","[LYMPH VESSEL]","[HYPOVOLEMIC SHOCK]","However, recent evidence indicates that anthrax also targets endothelial cells (cells that lines serous cavities, [LYMPH VESSEL]s, and blood vessels), causing vascular leakage of fluid and cells, and ultimately [HYPOVOLEMIC SHOCK] (low blood volume), and septic shock."
227816715,946983,0.94166666666667,amt,[MANIFESTATION],N/A,"[LYMPH VESSEL]s, and blood vessels), causing vascular leakage of fluid and cells, and ultimately [HYPOVOLEMIC SHOCK] (","11/23/2012 21:56:28","11/23/2012 21:58:12","[LYMPH VESSEL]","[HYPOVOLEMIC SHOCK]","However, recent evidence indicates that anthrax also targets endothelial cells (cells that lines serous cavities, [LYMPH VESSEL]s, and blood vessels), causing vascular leakage of fluid and cells, and ultimately [HYPOVOLEMIC SHOCK] (low blood volume), and septic shock."
227816715,3307853,0.92015873015873,amt,[NONE],N/A,"evidence indicates that anthrax also targets endothelial cells (cells that lines serous cavities, [LYMPH VESSEL]s, and blood vessels), causing vascular leakage of fluid and cells, and ultimately [HYPOVOLEMIC SHOCK]","11/23/2012 22:02:16","11/23/2012 22:03:15","[LYMPH VESSEL]","[HYPOVOLEMIC SHOCK]","However, recent evidence indicates that anthrax also targets endothelial cells (cells that lines serous cavities, [LYMPH VESSEL]s, and blood vessels), causing vascular leakage of fluid and cells, and ultimately [HYPOVOLEMIC SHOCK] (low blood volume), and septic shock."
227816715,1006379,0.72461566465571,amt,[LOCATION],n/a,", [LYMPH VESSEL]s, and blood vessels), causing vascular leakage of fluid and cells, and ultimately [HYPOVOLEMIC SHOCK]","11/23/2012 22:03:34","11/23/2012 22:04:11","[LYMPH VESSEL]","[HYPOVOLEMIC SHOCK]","However, recent evidence indicates that anthrax also targets endothelial cells (cells that lines serous cavities, [LYMPH VESSEL]s, and blood vessels), causing vascular leakage of fluid and cells, and ultimately [HYPOVOLEMIC SHOCK] (low blood volume), and septic shock."
227816715,13462511,0.89376623376623,amt,[CAUSES],,"damage to the lymph vessels causes hypovolemic shock","11/23/2012 22:19:17","11/23/2012 22:20:31","[LYMPH VESSEL]","[HYPOVOLEMIC SHOCK]","However, recent evidence indicates that anthrax also targets endothelial cells (cells that lines serous cavities, [LYMPH VESSEL]s, and blood vessels), causing vascular leakage of fluid and cells, and ultimately [HYPOVOLEMIC SHOCK] (low blood volume), and septic shock."
227816715,14026170,0.92426910299003,amt,[CAUSES],n/a,causing,"11/23/2012 22:26:55","11/23/2012 22:28:07","[LYMPH VESSEL]","[HYPOVOLEMIC SHOCK]","However, recent evidence indicates that anthrax also targets endothelial cells (cells that lines serous cavities, [LYMPH VESSEL]s, and blood vessels), causing vascular leakage of fluid and cells, and ultimately [HYPOVOLEMIC SHOCK] (low blood volume), and septic shock."
227816715,13584249,0.87857142857143,amt,[NONE],"Anthrax does cause something wrong with lymph vessels, but the body parts themselves aren't related to the cause, symptoms or cure for hypovolemic shock.",N/A,"11/23/2012 22:51:48","11/23/2012 22:56:51","[LYMPH VESSEL]","[HYPOVOLEMIC SHOCK]","However, recent evidence indicates that anthrax also targets endothelial cells (cells that lines serous cavities, [LYMPH VESSEL]s, and blood vessels), causing vascular leakage of fluid and cells, and ultimately [HYPOVOLEMIC SHOCK] (low blood volume), and septic shock."
227816715,3692028,0.93214285714286,amt,[ASSOCIATED_WITH],N/A,"also targets and ultimately [HYPOVOLEMIC SHOCK]","11/23/2012 23:00:06","11/23/2012 23:02:24","[LYMPH VESSEL]","[HYPOVOLEMIC SHOCK]","However, recent evidence indicates that anthrax also targets endothelial cells (cells that lines serous cavities, [LYMPH VESSEL]s, and blood vessels), causing vascular leakage of fluid and cells, and ultimately [HYPOVOLEMIC SHOCK] (low blood volume), and septic shock."
227816715,3982102,0.89411764705882,amt,[CAUSES],N/A,"[LYMPH VESSEL]s, and blood vessels), causing vascular leakage of fluid and cells, and ultimately [HYPOVOLEMIC SHOCK]","11/23/2012 23:17:36","11/23/2012 23:18:12","[LYMPH VESSEL]","[HYPOVOLEMIC SHOCK]","However, recent evidence indicates that anthrax also targets endothelial cells (cells that lines serous cavities, [LYMPH VESSEL]s, and blood vessels), causing vascular leakage of fluid and cells, and ultimately [HYPOVOLEMIC SHOCK] (low blood volume), and septic shock."
227816715,1171781,0.86777102330294,amt,[MANIFESTATION],N/A,"targets endothelial cells... causing ...ultimately [HYPOVOLEMIC SHOCK]","11/23/2012 23:37:10","11/23/2012 23:40:13","[LYMPH VESSEL]","[HYPOVOLEMIC SHOCK]","However, recent evidence indicates that anthrax also targets endothelial cells (cells that lines serous cavities, [LYMPH VESSEL]s, and blood vessels), causing vascular leakage of fluid and cells, and ultimately [HYPOVOLEMIC SHOCK] (low blood volume), and septic shock."
227816715,13520118,0.87876344086021,amt,[CAUSES],"did not select none",causing,"11/24/2012 00:42:40","11/24/2012 00:44:26","[LYMPH VESSEL]","[HYPOVOLEMIC SHOCK]","However, recent evidence indicates that anthrax also targets endothelial cells (cells that lines serous cavities, [LYMPH VESSEL]s, and blood vessels), causing vascular leakage of fluid and cells, and ultimately [HYPOVOLEMIC SHOCK] (low blood volume), and septic shock."
227816715,14062837,1,amt,[CAUSES],N/A,Causing,"11/24/2012 08:31:44","11/24/2012 08:32:39","[LYMPH VESSEL]","[HYPOVOLEMIC SHOCK]","However, recent evidence indicates that anthrax also targets endothelial cells (cells that lines serous cavities, [LYMPH VESSEL]s, and blood vessels), causing vascular leakage of fluid and cells, and ultimately [HYPOVOLEMIC SHOCK] (low blood volume), and septic shock."
227816715,12571056,0.996,amt,[CAUSES],N/A,causing,"11/24/2012 19:30:47","11/24/2012 19:31:37","[LYMPH VESSEL]","[HYPOVOLEMIC SHOCK]","However, recent evidence indicates that anthrax also targets endothelial cells (cells that lines serous cavities, [LYMPH VESSEL]s, and blood vessels), causing vascular leakage of fluid and cells, and ultimately [HYPOVOLEMIC SHOCK] (low blood volume), and septic shock."
227816704,13438162,1,amt,"[SYMPTOM]
[ASSOCIATED_WITH]
[SIDE_EFFECT]","violent attacks of colicky flank pain, nausea, chills, hypertension,","violent attacks of colicky flank pain, nausea, chills, hypertension,","11/23/2012 21:57:46","11/23/2012 21:58:46",[HEMATURIA],[NEPHROPTOSIS],"However, [NEPHROPTOSIS] can be characterized by violent attacks of colicky flank pain, nausea, chills, hypertension, [HEMATURIA] and proteinuria."
227816704,1006379,0.72461566465571,amt,[SYMPTOM],n/a,"[NEPHROPTOSIS] can be characterized by violent attacks of colicky flank pain, nausea, chills, hypertension, [HEMATURIA]","11/23/2012 22:03:09","11/23/2012 22:03:32",[HEMATURIA],[NEPHROPTOSIS],"However, [NEPHROPTOSIS] can be characterized by violent attacks of colicky flank pain, nausea, chills, hypertension, [HEMATURIA] and proteinuria."
227816704,5763553,0.99411764705882,amt,[MANIFESTATION],N/A,"characterized by","11/23/2012 22:13:45","11/23/2012 22:14:18",[HEMATURIA],[NEPHROPTOSIS],"However, [NEPHROPTOSIS] can be characterized by violent attacks of colicky flank pain, nausea, chills, hypertension, [HEMATURIA] and proteinuria."
227816704,13462511,0.89376623376623,amt,[SYMPTOM],,"hematuria is a symptom of nephroptosis","11/23/2012 22:22:05","11/23/2012 22:23:06",[HEMATURIA],[NEPHROPTOSIS],"However, [NEPHROPTOSIS] can be characterized by violent attacks of colicky flank pain, nausea, chills, hypertension, [HEMATURIA] and proteinuria."
227816704,10809411,0.78823076923077,amt,[SYMPTOM],N/A,"[NEPHROPTOSIS] can be characterized by violent attacks of","11/23/2012 23:25:55","11/23/2012 23:26:22",[HEMATURIA],[NEPHROPTOSIS],"However, [NEPHROPTOSIS] can be characterized by violent attacks of colicky flank pain, nausea, chills, hypertension, [HEMATURIA] and proteinuria."
227816704,3692028,0.93214285714286,amt,[SYMPTOM],N/A,"[NEPHROPTOSIS] can be characterized by","11/23/2012 23:16:43","11/24/2012 00:02:33",[HEMATURIA],[NEPHROPTOSIS],"However, [NEPHROPTOSIS] can be characterized by violent attacks of colicky flank pain, nausea, chills, hypertension, [HEMATURIA] and proteinuria."
227816704,13520118,0.87876344086021,amt,[SYMPTOM],"did not select none","can be characterized by","11/24/2012 00:41:42","11/24/2012 00:42:39",[HEMATURIA],[NEPHROPTOSIS],"However, [NEPHROPTOSIS] can be characterized by violent attacks of colicky flank pain, nausea, chills, hypertension, [HEMATURIA] and proteinuria."
227816704,12454379,1,amt,[SYMPTOM],N/A,"""can be characterized by""","11/24/2012 00:54:51","11/24/2012 00:58:53",[HEMATURIA],[NEPHROPTOSIS],"However, [NEPHROPTOSIS] can be characterized by violent attacks of colicky flank pain, nausea, chills, hypertension, [HEMATURIA] and proteinuria."
227816704,313343,0.85578431372549,amt,[MANIFESTATION],N/A,"can be characterized by","11/24/2012 01:48:45","11/24/2012 01:49:34",[HEMATURIA],[NEPHROPTOSIS],"However, [NEPHROPTOSIS] can be characterized by violent attacks of colicky flank pain, nausea, chills, hypertension, [HEMATURIA] and proteinuria."
227816704,13195124,0.9,amt,"[SYMPTOM]
[MANIFESTATION]",N/A,"[NEPHROPTOSIS] can be characterized by [HEMATURIA]","11/24/2012 02:38:28","11/24/2012 02:41:19",[HEMATURIA],[NEPHROPTOSIS],"However, [NEPHROPTOSIS] can be characterized by violent attacks of colicky flank pain, nausea, chills, hypertension, [HEMATURIA] and proteinuria."
227816704,13397770,1,amt,"[SYMPTOM]
[MANIFESTATION]",N/A,"[NEPHROPTOSIS] can be characterized by","11/24/2012 04:11:50","11/24/2012 04:12:45",[HEMATURIA],[NEPHROPTOSIS],"However, [NEPHROPTOSIS] can be characterized by violent attacks of colicky flank pain, nausea, chills, hypertension, [HEMATURIA] and proteinuria."
227816704,13933619,0.9,amt,[SYMPTOM],N/A,"can be characterized by","11/24/2012 08:37:51","11/24/2012 08:38:23",[HEMATURIA],[NEPHROPTOSIS],"However, [NEPHROPTOSIS] can be characterized by violent attacks of colicky flank pain, nausea, chills, hypertension, [HEMATURIA] and proteinuria."
227816704,14119448,0.78908472686734,amt,[PREVENTS],"This prevents disease.","This prevents disease.","11/24/2012 13:50:18","11/24/2012 13:51:43",[HEMATURIA],[NEPHROPTOSIS],"However, [NEPHROPTOSIS] can be characterized by violent attacks of colicky flank pain, nausea, chills, hypertension, [HEMATURIA] and proteinuria."
227816704,13460140,0.97117647058823,amt,[SYMPTOM],N/A,"[NEPHROPTOSIS] can be characterized by [HEMATURIA]","11/24/2012 20:02:12","11/24/2012 20:02:43",[HEMATURIA],[NEPHROPTOSIS],"However, [NEPHROPTOSIS] can be characterized by violent attacks of colicky flank pain, nausea, chills, hypertension, [HEMATURIA] and proteinuria."
227816704,14153877,0.95583333333333,amt,[SYMPTOM],N/A,"[NEPHROPTOSIS] can be characterized by violent attacks of colicky flank pain, nausea, chills, hypertension, [HEMATURIA]","11/24/2012 20:46:57","11/24/2012 20:47:36",[HEMATURIA],[NEPHROPTOSIS],"However, [NEPHROPTOSIS] can be characterized by violent attacks of colicky flank pain, nausea, chills, hypertension, [HEMATURIA] and proteinuria."
227816721,1246916,0.86363636363636,amt,"[TREATS]
[CAUSES]
[SIDE_EFFECT]","there is a risk of a rare but serious illnesses","there is a risk of a rare but serious illnesses","11/23/2012 21:54:25","11/23/2012 21:55:33",[FIBROSIS],[GADOLINIUM],"Although gadolinium agents have proved useful for patients with renal impairment, in patients with severe renal failure requiring dialysis there is a risk of a rare but serious illnesses, such as nephrogenic systemic [FIBROSIS] and nephrogenic fibrosing dermopathy, that may be linked to the use of certain [GADOLINIUM]-containing agents."
227816721,946983,0.94166666666667,amt,[MANIFESTATION],N/A,"[FIBROSIS] and nephrogenic fibrosing dermopathy, that may be linked to the use of certain [GADOLINIUM]-containing agents.""","11/23/2012 21:59:29","11/23/2012 22:00:29",[FIBROSIS],[GADOLINIUM],"Although gadolinium agents have proved useful for patients with renal impairment, in patients with severe renal failure requiring dialysis there is a risk of a rare but serious illnesses, such as nephrogenic systemic [FIBROSIS] and nephrogenic fibrosing dermopathy, that may be linked to the use of certain [GADOLINIUM]-containing agents."
227816721,236711,0.9375,amt,[SYMPTOM],N/A,"such as nephrogenic systemic","11/23/2012 22:26:26","11/23/2012 22:26:56",[FIBROSIS],[GADOLINIUM],"Although gadolinium agents have proved useful for patients with renal impairment, in patients with severe renal failure requiring dialysis there is a risk of a rare but serious illnesses, such as nephrogenic systemic [FIBROSIS] and nephrogenic fibrosing dermopathy, that may be linked to the use of certain [GADOLINIUM]-containing agents."
227816721,5669964,0.88516081871345,amt,[CAUSES],n/a,"a risk of a rare but serious illnesses, such as [FIBROSIS] that may be linked to the use of certain [GADOLINIUM]-containing agents.""","11/23/2012 22:26:35","11/23/2012 22:28:13",[FIBROSIS],[GADOLINIUM],"Although gadolinium agents have proved useful for patients with renal impairment, in patients with severe renal failure requiring dialysis there is a risk of a rare but serious illnesses, such as nephrogenic systemic [FIBROSIS] and nephrogenic fibrosing dermopathy, that may be linked to the use of certain [GADOLINIUM]-containing agents."
227816721,9299392,0.95625,amt,[NONE],"Article says that GADOLINIUM used to treat renal problems, there are rare instances where GADOLINIUM causes serious disease such as nephrogenic systemic FIBROSIS",N/A,"11/23/2012 22:09:35","11/23/2012 22:33:28",[FIBROSIS],[GADOLINIUM],"Although gadolinium agents have proved useful for patients with renal impairment, in patients with severe renal failure requiring dialysis there is a risk of a rare but serious illnesses, such as nephrogenic systemic [FIBROSIS] and nephrogenic fibrosing dermopathy, that may be linked to the use of certain [GADOLINIUM]-containing agents."
227816721,3692028,0.93214285714286,amt,[CAUSES],N/A,"may be linked to the use of certain [GADOLINIUM]-containing agents.","11/23/2012 23:11:14","11/23/2012 23:12:21",[FIBROSIS],[GADOLINIUM],"Although gadolinium agents have proved useful for patients with renal impairment, in patients with severe renal failure requiring dialysis there is a risk of a rare but serious illnesses, such as nephrogenic systemic [FIBROSIS] and nephrogenic fibrosing dermopathy, that may be linked to the use of certain [GADOLINIUM]-containing agents."
227816721,10809411,0.78823076923077,amt,[SIDE_EFFECT],N/A,"risk of a rare but serious illnesses, such as nephrogenic systemic [FIBROSIS] and nephrogenic fibrosing dermopathy, that may be linked to the use of certain [GADOLINIUM]-containing agents.""","11/23/2012 23:26:50","11/23/2012 23:27:17",[FIBROSIS],[GADOLINIUM],"Although gadolinium agents have proved useful for patients with renal impairment, in patients with severe renal failure requiring dialysis there is a risk of a rare but serious illnesses, such as nephrogenic systemic [FIBROSIS] and nephrogenic fibrosing dermopathy, that may be linked to the use of certain [GADOLINIUM]-containing agents."
227816721,9873337,0.71030994152047,amt,"[CAUSES]
[MANIFESTATION]
[ASSOCIATED_WITH]",N/A,"may be linked","11/24/2012 00:06:56","11/24/2012 00:09:22",[FIBROSIS],[GADOLINIUM],"Although gadolinium agents have proved useful for patients with renal impairment, in patients with severe renal failure requiring dialysis there is a risk of a rare but serious illnesses, such as nephrogenic systemic [FIBROSIS] and nephrogenic fibrosing dermopathy, that may be linked to the use of certain [GADOLINIUM]-containing agents."
227816721,14128567,0.97625,amt,[CAUSES],"[FIBROSIS] may be linked to the use of [GADOLINIUM]","may be linked to the use of","11/24/2012 00:19:38","11/24/2012 00:20:38",[FIBROSIS],[GADOLINIUM],"Although gadolinium agents have proved useful for patients with renal impairment, in patients with severe renal failure requiring dialysis there is a risk of a rare but serious illnesses, such as nephrogenic systemic [FIBROSIS] and nephrogenic fibrosing dermopathy, that may be linked to the use of certain [GADOLINIUM]-containing agents."
227816721,1171781,0.86777102330294,amt,[CAUSES],N/A,"[FIBROSIS] ... that may be linked to the use of certain [GADOLINIUM]-containing agents.""","11/23/2012 23:48:44","11/24/2012 00:35:38",[FIBROSIS],[GADOLINIUM],"Although gadolinium agents have proved useful for patients with renal impairment, in patients with severe renal failure requiring dialysis there is a risk of a rare but serious illnesses, such as nephrogenic systemic [FIBROSIS] and nephrogenic fibrosing dermopathy, that may be linked to the use of certain [GADOLINIUM]-containing agents."
227816721,11990524,0.94848484848485,amt,"[CAUSES]
[ASSOCIATED_WITH]",n/a,"may be linked to the use of","11/24/2012 02:56:03","11/24/2012 02:56:51",[FIBROSIS],[GADOLINIUM],"Although gadolinium agents have proved useful for patients with renal impairment, in patients with severe renal failure requiring dialysis there is a risk of a rare but serious illnesses, such as nephrogenic systemic [FIBROSIS] and nephrogenic fibrosing dermopathy, that may be linked to the use of certain [GADOLINIUM]-containing agents."
227816721,14161692,0.87654320987654,amt,[MANIFESTATION],n/a,"disorders to the observations (manifestations) that are closely associated with them","11/24/2012 04:20:11","11/24/2012 04:21:15",[FIBROSIS],[GADOLINIUM],"Although gadolinium agents have proved useful for patients with renal impairment, in patients with severe renal failure requiring dialysis there is a risk of a rare but serious illnesses, such as nephrogenic systemic [FIBROSIS] and nephrogenic fibrosing dermopathy, that may be linked to the use of certain [GADOLINIUM]-containing agents."
227816721,14062837,1,amt,[ASSOCIATED_WITH],N/A,Linked,"11/24/2012 08:39:49","11/24/2012 08:40:25",[FIBROSIS],[GADOLINIUM],"Although gadolinium agents have proved useful for patients with renal impairment, in patients with severe renal failure requiring dialysis there is a risk of a rare but serious illnesses, such as nephrogenic systemic [FIBROSIS] and nephrogenic fibrosing dermopathy, that may be linked to the use of certain [GADOLINIUM]-containing agents."
227816721,8927822,0.85116618075802,amt,[SIDE_EFFECT],N/A,"may be linked to the use of","11/24/2012 19:23:38","11/24/2012 19:24:57",[FIBROSIS],[GADOLINIUM],"Although gadolinium agents have proved useful for patients with renal impairment, in patients with severe renal failure requiring dialysis there is a risk of a rare but serious illnesses, such as nephrogenic systemic [FIBROSIS] and nephrogenic fibrosing dermopathy, that may be linked to the use of certain [GADOLINIUM]-containing agents."
227816721,14153877,0.95583333333333,amt,[CAUSES],N/A,"nephrogenic systemic [FIBROSIS] and nephrogenic fibrosing dermopathy, that may be linked to the use of certain [GADOLINIUM]-containing agents","11/24/2012 20:47:42","11/24/2012 20:48:21",[FIBROSIS],[GADOLINIUM],"Although gadolinium agents have proved useful for patients with renal impairment, in patients with severe renal failure requiring dialysis there is a risk of a rare but serious illnesses, such as nephrogenic systemic [FIBROSIS] and nephrogenic fibrosing dermopathy, that may be linked to the use of certain [GADOLINIUM]-containing agents."
227816710,9184711,0.9,amt,[NONE],"They are just different names for the same product.",N/A,"11/23/2012 21:35:21","11/23/2012 21:36:06",[AZASAN],[AZAMUN],"Azathioprine, also known as Imuran, [AZASAN] or [AZAMUN], which metabolises to 6-MP."
227816710,13507187,0.8962962962963,amt,[NONE],"[AZASAN] or [AZAMUN] ~ they are the same thing",N/A,"11/23/2012 21:37:05","11/23/2012 21:39:18",[AZASAN],[AZAMUN],"Azathioprine, also known as Imuran, [AZASAN] or [AZAMUN], which metabolises to 6-MP."
227816710,13304054,0.95032258064516,amt,[NONE],"the same as, AZASAN is otherwise known as   [AZAMUN]","doesn't apply","11/23/2012 21:43:22","11/23/2012 21:45:56",[AZASAN],[AZAMUN],"Azathioprine, also known as Imuran, [AZASAN] or [AZAMUN], which metabolises to 6-MP."
227816710,10953849,0.9,amt,[NONE],"both are brand names of pharmaceutical drugs.",N/A,"11/23/2012 21:46:50","11/23/2012 21:48:09",[AZASAN],[AZAMUN],"Azathioprine, also known as Imuran, [AZASAN] or [AZAMUN], which metabolises to 6-MP."
227816710,3307853,0.92015873015873,amt,[IS_A],N/A,"also known as Imuran, [AZASAN] or [AZAMUN],","11/23/2012 22:03:19","11/23/2012 22:03:43",[AZASAN],[AZAMUN],"Azathioprine, also known as Imuran, [AZASAN] or [AZAMUN], which metabolises to 6-MP."
227816710,1330956,0.92708074534161,amt,[IS_A],n/a,or,"11/23/2012 22:05:37","11/23/2012 22:06:23",[AZASAN],[AZAMUN],"Azathioprine, also known as Imuran, [AZASAN] or [AZAMUN], which metabolises to 6-MP."
227816710,236711,0.9375,amt,[PART_OF],N/A,"also known as Imuran","11/23/2012 22:14:06","11/23/2012 22:23:57",[AZASAN],[AZAMUN],"Azathioprine, also known as Imuran, [AZASAN] or [AZAMUN], which metabolises to 6-MP."
