"index","relation-type","term1","b1","e1","term2","b2","e2","sentence","job"
"1934","TWrex-treat","[HYPOGLYCEMIA]","196","208","[GLUCOSE]","365","372","observation of acetonuria which is always absent after hypoglycemic episodes, 2, the typical constellation of insulin concentration, free fatty acid concentration and beta-hydroxybutyrat during a [HYPOGLYCEMIA] (as found by Baker et al. 1976) and/or by simultaneous measuring of glucose-insulin levels under the conditions of fasting as well as of oral leucine, oral [GLUCOSE] and intravenous tolbutamide loading.","0"
"1935","TWrex-treat","[TRIGEMINAL NEURALGIA]","71","91","[CARBAMAZEPINE]","0","13","[CARBAMAZEPINE] continues to be the most useful drug in the treatment of [TRIGEMINAL NEURALGIA].","0"
"1936","TWrex-treat","[HYPERTENSION]","101","113","[LISINOPRIL]","28","38","Thus, captopril, enalapril, [LISINOPRIL] and ramipril can be used in the treatment of mild to moderate [HYPERTENSION] either alone or in conjunction with diuretics or calcium antagonists.","0"
"1938","TWrex-treat","[MALARIA]","45","52","[DRUG]","124","128","We recommend that young children with severe [MALARIA] be treated with broad-spectrum antibiotics in addition to antimalarial [DRUG]s.","0"
"1939","TWrex-treat","[MALARIA]","115","122","[DRUG]","124","128","We recommend that young children with severe malaria be treated with broad-spectrum antibiotics in addition to anti[MALARIA]l [DRUG]s.","0"
"1940","TWrex-treat","[HEPATITIS]","125","134","[ADEFOVIR DIPIVOXIL]","0","18","[ADEFOVIR DIPIVOXIL] is an important new addition to the current first-line treatments for HBeAg positive and negative chronic [HEPATITIS] B, as well as being rescue therapy for lamivudine-resistant HBV strains.","0"
"1941","TWrex-treat","[MELANOMA]","27","35","[ALFA]","155","159","Patients with disseminated [MELANOMA] should be treated with well-tolerated drug regimens, such as single-agent treatments or in combination with interferon [ALFA].","0"
"1942","TWrex-treat","[HEPATITIS]","11","20","[INTERFERON]","38","48","In chronic [HEPATITIS] C, the number of [INTERFERON]-gamma-producing Th cells was increased after incubation of the cells with interferon-alpha (P = 0.008) or with recombinant interferon-gammala (P = 0.024), but not with interferon-beta (P = 0.051.","0"
"1943","TWrex-treat","[HEPATITIS]","11","20","[INTERFERON]","123","133","In chronic [HEPATITIS] C, the number of interferon-gamma-producing Th cells was increased after incubation of the cells with [INTERFERON]-alpha (P = 0.008) or with recombinant interferon-gammala (P = 0.024), but not with interferon-beta (P = 0.051.","0"
"1944","TWrex-treat","[HEPATITIS]","11","20","[INTERFERON]","172","182","In chronic [HEPATITIS] C, the number of interferon-gamma-producing Th cells was increased after incubation of the cells with interferon-alpha (P = 0.008) or with recombinant [INTERFERON]-gammala (P = 0.024), but not with interferon-beta (P = 0.051.","0"
"1945","TWrex-treat","[HEPATITIS]","11","20","[INTERFERON]","217","227","In chronic [HEPATITIS] C, the number of interferon-gamma-producing Th cells was increased after incubation of the cells with interferon-alpha (P = 0.008) or with recombinant interferon-gammala (P = 0.024), but not with [INTERFERON]-beta (P = 0.051.","0"
"1946","TWrex-treat","[TREMOR]","30","36","[PROPRANOLOL]","0","11","[PROPRANOLOL] therapy decreased [TREMOR] more in the alcoholics than in essential tremor.","0"
"1947","TWrex-treat","[TREMOR]","78","84","[PROPRANOLOL]","0","11","[PROPRANOLOL] therapy decreased tremor more in the alcoholics than in essential [TREMOR].","0"
"1948","TWrex-treat","[HERPES SIMPLEX VIRUS INFECTION]","52","82","[ACICLOVIR]","0","9","[ACICLOVIR] is an efficient drug for the treatment of [HERPES SIMPLEX VIRUS INFECTION]s and resistance to this drug has been reported mainly in immunocompromised patients during the course of aciclovir treatment.","0"
"1949","TWrex-treat","[HERPES SIMPLEX VIRUS INFECTION]","52","82","[ACICLOVIR]","188","197","Aciclovir is an efficient drug for the treatment of [HERPES SIMPLEX VIRUS INFECTION]s and resistance to this drug has been reported mainly in immunocompromised patients during the course of [ACICLOVIR] treatment.","0"
"1950","TWrex-treat","[DISORDER]","317","325","[CLOMIPRAMINE]","73","85","The study confirms the previously reported effectiveness of low doses of [CLOMIPRAMINE] in the treatment of premenstrual syndrome and demonstrates that the time lag between onset of medication and clinical effect is shorter when clomipramine is used for premenstrual syndrome than when it is used for depression, panic [DISORDER], or obsessive compulsive disorder.","0"
"1951","TWrex-treat","[DISORDER]","317","325","[CLOMIPRAMINE]","227","239","The study confirms the previously reported effectiveness of low doses of clomipramine in the treatment of premenstrual syndrome and demonstrates that the time lag between onset of medication and clinical effect is shorter when [CLOMIPRAMINE] is used for premenstrual syndrome than when it is used for depression, panic [DISORDER], or obsessive compulsive disorder.","0"
"1952","TWrex-treat","[DISORDER]","351","359","[CLOMIPRAMINE]","73","85","The study confirms the previously reported effectiveness of low doses of [CLOMIPRAMINE] in the treatment of premenstrual syndrome and demonstrates that the time lag between onset of medication and clinical effect is shorter when clomipramine is used for premenstrual syndrome than when it is used for depression, panic disorder, or obsessive compulsive [DISORDER].","0"
"1953","TWrex-treat","[DISORDER]","351","359","[CLOMIPRAMINE]","227","239","The study confirms the previously reported effectiveness of low doses of clomipramine in the treatment of premenstrual syndrome and demonstrates that the time lag between onset of medication and clinical effect is shorter when [CLOMIPRAMINE] is used for premenstrual syndrome than when it is used for depression, panic disorder, or obsessive compulsive [DISORDER].","0"
"1958","TWrex-treat","[ULCER]","33","38","[RANITIDINE]","44","54","Maintenance therapy for duodenal [ULCER] with [RANITIDINE] 150 mg/day for one year is less expensive and more cost-effective than intermittent treatment.","0"
"1959","TWrex-treat","[CARCINOMA]","91","100","[INTERFERON]","14","24","In conclusion [INTERFERON] is one of the most valuable agents in the treatment of renal cell [CARCINOMA].","0"
"1960","TWrex-treat","[SEPSIS]","215","221","[PIPERACILLIN]","120","132","The objectives of this study were (i) to compare the plasma concentration-time profiles for first-dose and steady-state [PIPERACILLIN] administered by intermittent or continuous dosing to critically ill patients with [SEPSIS] and (ii) to use population pharmacokinetics to perform Monte Carlo dosing simulations in order to assess the probability of target attainment (PTA) by minimum inhibitory concentration (MIC) for different piperacillin dosing regimens against bacterial pathogens commonly encountered in critical care units.","0"
"1961","TWrex-treat","[SEPSIS]","215","221","[PIPERACILLIN]","426","438","The objectives of this study were (i) to compare the plasma concentration-time profiles for first-dose and steady-state piperacillin administered by intermittent or continuous dosing to critically ill patients with [SEPSIS] and (ii) to use population pharmacokinetics to perform Monte Carlo dosing simulations in order to assess the probability of target attainment (PTA) by minimum inhibitory concentration (MIC) for different [PIPERACILLIN] dosing regimens against bacterial pathogens commonly encountered in critical care units.","0"
"1962","TWrex-treat","[IRON DEFICIENCY ANEMIA]","49","71","[IRON]","33","37","In addition, three children with [IRON] refractory [IRON DEFICIENCY ANEMIA], and one sibling with iron responsive iron deficiency anemia were also examined for polymorphisms or sporadic mutations in TMPRSS6.","0"
"1963","TWrex-treat","[IRON DEFICIENCY ANEMIA]","49","71","[IRON]","94","98","In addition, three children with iron refractory [IRON DEFICIENCY ANEMIA], and one sibling with [IRON] responsive iron deficiency anemia were also examined for polymorphisms or sporadic mutations in TMPRSS6.","0"
"1964","TWrex-treat","[IRON DEFICIENCY ANEMIA]","49","71","[IRON]","110","114","In addition, three children with iron refractory [IRON DEFICIENCY ANEMIA], and one sibling with iron responsive [IRON] deficiency anemia were also examined for polymorphisms or sporadic mutations in TMPRSS6.","0"
"1965","TWrex-treat","[IRON DEFICIENCY ANEMIA]","110","132","[IRON]","33","37","In addition, three children with [IRON] refractory iron deficiency anemia, and one sibling with iron responsive [IRON DEFICIENCY ANEMIA] were also examined for polymorphisms or sporadic mutations in TMPRSS6.","0"
"1966","TWrex-treat","[IRON DEFICIENCY ANEMIA]","110","132","[IRON]","49","53","In addition, three children with iron refractory [IRON] deficiency anemia, and one sibling with iron responsive [IRON DEFICIENCY ANEMIA] were also examined for polymorphisms or sporadic mutations in TMPRSS6.","0"
"1967","TWrex-treat","[IRON DEFICIENCY ANEMIA]","110","132","[IRON]","94","98","In addition, three children with iron refractory iron deficiency anemia, and one sibling with [IRON] responsive [IRON DEFICIENCY ANEMIA] were also examined for polymorphisms or sporadic mutations in TMPRSS6.","0"
"1968","TWrex-treat","[ENCEPHALITIS]","166","178","[ACYCLOVIR]","136","145","A 36-month-old boy who was presented with deterioration in speech and motor functions and fluctuation of consciousness was treated with [ACYCLOVIR] for 14 days for HSV [ENCEPHALITIS].","0"
"1969","TWrex-treat","[ASTHMA]","99","105","[THEOPHYLLINE]","49","61","The combination of low-dose inhaled steroid plus [THEOPHYLLINE] is a suitable treatment for moderate [ASTHMA].","0"
"1970","TWrex-treat","[HEPATITIS]","162","171","[RIBAVIRIN]","15","24","The effects of [RIBAVIRIN] and interferon (IFN) alpha have been investigated on cultured peripheral blood mononuclear cells, obtained from 15 patients with chronic [HEPATITIS] C virus (HCV) infection.","0"
"1971","TWrex-treat","[ADENOCARCINOMA]","242","256","[MITOMYCIN]","207","216","The urachal carcinoma, in a 64-year-old male with multiple lung metastases, had shown the resistance to several anti-neoplastic agents including cisplatinum, methotrexate, 5-FU, doxorubicin, epirubicin, and [MITOMYCIN] C. Because the tumor was [ADENOCARCINOMA] producing mucin and serum carcinoembryonic antigen (CEA) increased, which resembled colorectal carcinoma, we administrated Irinotecan, which was very effective as the CEA decreased from 98.3 to 38.7 ng/ml and the pulmonary metastatic lesions were reduced by 60%.","0"
"1972","TWrex-treat","[ARTERIAL HYPERTENSION]","33","54","[PRA]","66","69","Analysis of the various forms of [ARTERIAL HYPERTENSION] shows that [PRA] measurement has clinical value only: 1) in nephrovascular hypertension; 2) in primary hyper-reninism; 3) in primary hypercorticosuprarenalism; 4) to back up an indication for bilateral nephrectomy in terminal nephropathies with uncontrollable pressure value.","0"
"1974","TWrex-treat","[PAIN]","127","131","[PENTAZOCINE]","112","123","Analgesic action appeared approximately 15 min after the administration and lasted more than 90 min. Effects of [PENTAZOCINE] on [PAIN]-afferent pathways were studied and the evoked potential was recorded by tibial nerve stimulation.","0"
"1975","TWrex-treat","[ASPERGILLOSIS]","130","143","[AMPHOTERICIN]","26","38","The efficacy of nebulized [AMPHOTERICIN] B formulations was evaluated in persistently granulocytopenic rats with invasive pulmonary [ASPERGILLOSIS].","0"
"1977","TWrex-treat","[GASTRIC ULCER]","83","96","[CIMETIDINE]","0","10","[CIMETIDINE], an H2-receptor antagonist, may be indicated in foals diagnosed to have [GASTRIC ULCER]s; hepatic microsomal oxidative metabolism of drugs administered concurrently with cimetidine is decreased.","0"
"1979","TWrex-treat","[DISORDER]","106","114","[RISPERIDONE]","48","59","This report describes the outcome of adjunctive [RISPERIDONE] treatment in breakthrough episodes of bipolar [DISORDER].","0"
"1980","TWrex-treat","[NON INSULIN DEPENDENT DIABETES MELLITUS]","53","92","[INSULIN]","152","159","The aim of the study was to assess, in patients with [NON INSULIN DEPENDENT DIABETES MELLITUS] (NIDDM), either with previous failure to sulphonylureas or [INSULIN] treated since the disease started, if the combination of gliclazide to insulin therapy might induce a reduction of daily insulin requirement.","0"
"1981","TWrex-treat","[NON INSULIN DEPENDENT DIABETES MELLITUS]","53","92","[INSULIN]","231","238","The aim of the study was to assess, in patients with [NON INSULIN DEPENDENT DIABETES MELLITUS] (NIDDM), either with previous failure to sulphonylureas or insulin treated since the disease started, if the combination of gliclazide to [INSULIN] therapy might induce a reduction of daily insulin requirement.","0"
"1982","TWrex-treat","[NON INSULIN DEPENDENT DIABETES MELLITUS]","53","92","[INSULIN]","281","288","The aim of the study was to assess, in patients with [NON INSULIN DEPENDENT DIABETES MELLITUS] (NIDDM), either with previous failure to sulphonylureas or insulin treated since the disease started, if the combination of gliclazide to insulin therapy might induce a reduction of daily [INSULIN] requirement.","0"
"1983","TWrex-treat","[DIABETES]","99","107","[GLYBURIDE]","278","287","Parameters of insulin processing, including plasma PI and PI:IRI ratios, were determined in type 2 [DIABETES] patients enrolled in two randomized double-blind studies comparing the effects of rosiglitazone (4 or 8 mg/d) with placebo (study 1, 26-wk treatment) or the sulfonylurea [GLYBURIDE] (study 2, 52-wk treatment.","0"
"1984","TWrex-treat","[MYELOMA]","125","132","[INTERFERON]","0","10","[INTERFERON]s have both anti-proliferative and immune regulation effects, but the predominant mode of action of interferons in [MYELOMA] is still unclear.","0"
"1985","TWrex-treat","[MYELOMA]","125","132","[INTERFERON]","110","120","Interferons have both anti-proliferative and immune regulation effects, but the predominant mode of action of [INTERFERON]s in [MYELOMA] is still unclear.","0"
"1986","TWrex-treat","[DIABETES]","202","210","[INSULIN]","184","191","Amino acid 57 of DQ beta chains is of functional importance as it influences peptide binding, is part of B and T cell epitopes, and is associated with susceptibility and resistance to [INSULIN]-dependent [DIABETES] mellitus and humoral immunodeficiencies.","0"
"1987","TWrex-treat","[BLEEDING]","45","53","[APROTININ]","15","24","The benefit of [APROTININ] therapy in reducing [BLEEDING] is well known.","0"
"1988","TWrex-treat","[LUPUS]","25","30","[CYCLOSPORINE]","64","76","Twenty-one patients with [LUPUS] Nephritis (LN) were treated with [CYCLOSPORINE]-A (CsA) for three months.","0"
"1992","TWrex-treat","[PULMONARY EMBOLISM]","361","379","[HEPARIN]","37","44","We studied the course of F1+2, aPTT, [HEPARIN] doses administered and heparin concentrations, as well as prothrombin time, during the first 7 days of heparin therapy (target aPTT 70 s) and overlapping oral anticoagulation (target INR 2-3) in 26 patients routinely treated for deep venous thrombosis (deep venous thrombosis +/- pulmonary embolism, 23 patients) or [PULMONARY EMBOLISM] with a history of recurring deep venous thrombosis (3 patients.","0"
"1993","TWrex-treat","[PULMONARY EMBOLISM]","361","379","[HEPARIN]","68","75","We studied the course of F1+2, aPTT, heparin doses administered and [HEPARIN] concentrations, as well as prothrombin time, during the first 7 days of heparin therapy (target aPTT 70 s) and overlapping oral anticoagulation (target INR 2-3) in 26 patients routinely treated for deep venous thrombosis (deep venous thrombosis +/- pulmonary embolism, 23 patients) or [PULMONARY EMBOLISM] with a history of recurring deep venous thrombosis (3 patients.","0"
"1994","TWrex-treat","[PULMONARY EMBOLISM]","361","379","[HEPARIN]","148","155","We studied the course of F1+2, aPTT, heparin doses administered and heparin concentrations, as well as prothrombin time, during the first 7 days of [HEPARIN] therapy (target aPTT 70 s) and overlapping oral anticoagulation (target INR 2-3) in 26 patients routinely treated for deep venous thrombosis (deep venous thrombosis +/- pulmonary embolism, 23 patients) or [PULMONARY EMBOLISM] with a history of recurring deep venous thrombosis (3 patients.","0"
"1995","TWrex-treat","[CANDIDOSIS]","70","80","[FLUCONAZOLE]","107","118","In this report, we describe a patient with recurrent episodes of oral [CANDIDOSIS] who finally suffered from [FLUCONAZOLE]-refractory oral and oesophageal candidosis.","0"
"1996","TWrex-treat","[CANDIDOSIS]","151","161","[FLUCONAZOLE]","107","118","In this report, we describe a patient with recurrent episodes of oral candidosis who finally suffered from [FLUCONAZOLE]-refractory oral and oesophageal [CANDIDOSIS].","0"
"1997","TWrex-treat","[LEUKEMIA]","59","67","[METHOTREXATE]","174","186","We report a patient treated for small lymphocytic lymphoma/[LEUKEMIA] with cerebral venous and sinus thrombosis (CVST) after lumbar puncture with intrathecal administration of [METHOTREXATE] (MTX.","0"
"1998","TWrex-treat","[CYSTINOSIS]","130","140","[CYSTEAMINE]","86","96","Pantethine is an experimental hypolipemic agent and has been suggested as a source of [CYSTEAMINE] in the treatment of nephropathic [CYSTINOSIS].","0"
"1999","TWrex-treat","[NE]","116","118","[O2]","77","79","We conclude that Epi in high doses or after propranolol depresses intestinal [O2] extraction by the same mechanism as [NE] and SS, but the mechanism through which Epi increases intestinal o2 extraction is unclear.","0"
"2000","TWrex-treat","[NE]","116","118","[O2]","184","186","We conclude that Epi in high doses or after propranolol depresses intestinal o2 extraction by the same mechanism as [NE] and SS, but the mechanism through which Epi increases intestinal [O2] extraction is unclear.","0"
"2001","TWrex-treat","[INFERTILITY]","5","16","[BROMOCRIPTINE]","58","71","When [INFERTILITY] is the primary indication for treatment, [BROMOCRIPTINE] use has an extensive safety experience and is preferred by some clinicians.","0"
"2002","TWrex-treat","[HG]","371","373","[INSULIN]","46","53","To study conditions involved in inhibition of [INSULIN] secretion, we compared changes in plasma insulin concentration in response to acute increases in glucose and arginine concentrations in a group of normal, late gestation fetal sheep (euglycemic controls, EC) and a comparable group made chronically hyperglycemic by constant maternal glucose infusion (hyperglycemics, [HG].","0"
"2003","TWrex-treat","[HG]","371","373","[INSULIN]","95","102","To study conditions involved in inhibition of insulin secretion, we compared changes in plasma [INSULIN] concentration in response to acute increases in glucose and arginine concentrations in a group of normal, late gestation fetal sheep (euglycemic controls, EC) and a comparable group made chronically hyperglycemic by constant maternal glucose infusion (hyperglycemics, [HG].","0"
"2004","TWrex-treat","[SCHISTOSOMIASIS]","147","162","[PRAZIQUANTEL]","221","233","Peripheral blood T cell phenotypes, CD3-induced mitogenesis and soluble IL 2 receptor and CD8 in sera were studied in intestinal and hepatosplenic [SCHISTOSOMIASIS] mansoni before and three to six months after therapy with [PRAZIQUANTEL].","0"
"2005","TWrex-treat","[ESOPHAGITIS]","80","91","[SUCRALFATE]","17","27","We conclude that [SUCRALFATE] monotherapy in patients with milder forms of reflux [ESOPHAGITIS] is comparable with a combination of sucralfate during the day and ranitidine after dinnertime.","0"
"2006","TWrex-treat","[ESOPHAGITIS]","80","91","[SUCRALFATE]","128","138","We conclude that sucralfate monotherapy in patients with milder forms of reflux [ESOPHAGITIS] is comparable with a combination of [SUCRALFATE] during the day and ranitidine after dinnertime.","0"
"2007","TWrex-treat","[HEMOPHILIA]","192","202","[FACTOR VIII]","13","24","The ratio of [FACTOR VIII] coagulant activity (VIIIC) or antigen (VIIICAg) to that of factor VIII related antigen (VIIIRAg) was measured in 15 normals, 21 obligatory and 23 possible carriers of [HEMOPHILIA].","0"
"2008","TWrex-treat","[HEMOPHILIA]","192","202","[FACTOR VIII]","84","95","The ratio of factor VIII coagulant activity (VIIIC) or antigen (VIIICAg) to that of [FACTOR VIII] related antigen (VIIIRAg) was measured in 15 normals, 21 obligatory and 23 possible carriers of [HEMOPHILIA].","0"
"2009","TWrex-treat","[PNEUMONIA]","166","175","[ISETHIONATE]","12","23","Pentamidine [ISETHIONATE], discovered to have antiprotozoal activity in 1938, has recently been approved in the United States for the treatment of Pneumocystis carinii [PNEUMONIA].","0"
"2010","TWrex-treat","[CRYPTOSPORIDIOSIS]","62","79","[PAROMOMYCIN]","23","34","To test the effects of [PAROMOMYCIN], 10 patients with AIDS and [CRYPTOSPORIDIOSIS] were randomized to paromomycin or placebo in a double-blind trial.","0"
"2011","TWrex-treat","[CRYPTOSPORIDIOSIS]","62","79","[PAROMOMYCIN]","99","110","To test the effects of paromomycin, 10 patients with AIDS and [CRYPTOSPORIDIOSIS] were randomized to [PAROMOMYCIN] or placebo in a double-blind trial.","0"
"2012","TWrex-treat","[SCLC]","36","40","[TOPOTECAN]","94","103","In addition to its potential use in [SCLC] and Nsclc, the feasibility and antitumor activity of [TOPOTECAN] as single-agent therapy and in combination therapy are under active investigation in a variety of other solid and hematologic tumors.","0"
"2013","TWrex-treat","[SCLC]","46","50","[TOPOTECAN]","94","103","In addition to its potential use in sclc and N[SCLC], the feasibility and antitumor activity of [TOPOTECAN] as single-agent therapy and in combination therapy are under active investigation in a variety of other solid and hematologic tumors.","0"
"2014","TWrex-treat","[POSTMENOPAUSAL OSTEOPOROSIS]","15","42","[RALOXIFENE HYDROCHLORIDE]","138","162","For women with [POSTMENOPAUSAL OSTEOPOROSIS], therapy with hormone replacement, bisphosphonates (alendronate sodium or risedronate sodium), [RALOXIFENE HYDROCHLORIDE], or calcitonin should be considered.","0"
"2015","TWrex-treat","[INFECTION]","161","170","[GENTAMICIN]","24","34","Only the combination of [GENTAMICIN] plus either ceftriaxone or aztreonam appeared to be highly active under conditions simulating serious septicemias and urinary [INFECTION]s caused by Psudomonas aeruginosa.","0"
"2016","TWrex-treat","[ANAEMIA]","56","63","[IRON]","40","44","Sixty three patients were found to have [IRON] deficiency [ANAEMIA] and were treated with iron (6 mg/kg/day) for three months.","0"
"2017","TWrex-treat","[ANAEMIA]","56","63","[IRON]","86","90","Sixty three patients were found to have iron deficiency [ANAEMIA] and were treated with [IRON] (6 mg/kg/day) for three months.","0"
"2018","TWrex-treat","[EPILEPSY]","131","139","[DRUG]","206","210","We performed an open, double-blind, and long-term study of vigabatrin (gamma-vinyl-GABA, GVG) in patients with treatment-resistant [EPILEPSY] who were receiving only one or at most two standard antiepileptic [DRUG]s (AEDs.","0"
"2019","TWrex-treat","[AID]","68","71","[+ DDC]","91","96","In combination drug therapy, TMB postulates the following for HIV : [AID]S: At(1+) + AZT(3+) [+ DDC](1+) > AZT(3+) + ddc(1+) = AZT(3+) + At(1+) > AZT(3+) > At(1+) + ddc(1+) > ddc(1+) = At(1+.","0"
"2020","TWrex-treat","[AID]","68","71","[+ DDC]","111","116","In combination drug therapy, TMB postulates the following for HIV : [AID]S: At(1+) + AZT(3+) + ddc(1+) > AZT(3+) [+ DDC](1+) = AZT(3+) + At(1+) > AZT(3+) > At(1+) + ddc(1+) > ddc(1+) = At(1+.","0"
"2021","TWrex-treat","[AID]","68","71","[+ DDC]","159","164","In combination drug therapy, TMB postulates the following for HIV : [AID]S: At(1+) + AZT(3+) + ddc(1+) > AZT(3+) + ddc(1+) = AZT(3+) + At(1+) > AZT(3+) > At(1+) [+ DDC](1+) > ddc(1+) = At(1+.","0"
"2022","TWrex-treat","[ENDOCARDITIS]","25","37","[VANCOMYCIN]","121","131","A patient with infective [ENDOCARDITIS] (IE) caused by methicillin-resistant Staphylococcus aureus (MRSA) was treated with [VANCOMYCIN] (VAN.","0"
"2023","TWrex-treat","[ILLNESS]","78","85","[LITHIUM]","128","135","15 patients with formerly endogenous recurrent depression or manic-depressive [ILLNESS] free of psychotic symptoms, who are under [LITHIUM] prophylaxis about 3,9 years, and 16 healthy controls with approximately the same age and sex were tested with 0,1 U Insulin/kg, 200 micrograms TRH and 50 micrograms LHRH for their hGH-, TSH-, hPRL-, FSH-, LH-and Cortisol levels about 2 hours.","0"
"2024","TWrex-treat","[PROSTATITIS]","104","115","[CIPROFLOXACIN]","65","78","We describe a 30-year-old man who was given a 15-day course with [CIPROFLOXACIN] 500 mg twice a day for a [PROSTATITIS].","0"
"2025","TWrex-treat","[CHRONIC HEPATITIS C]","25","44","[INTERFERON]","70","80","Sixty-nine patients with [CHRONIC HEPATITIS C] (CH-C) were treated with [INTERFERON] therapy, and serum collagen type IV (s-collagen IV) levels were measured by enzyme immunoassay to analyze the responsiveness to interferon therapy.","0"
"2026","TWrex-treat","[CHRONIC HEPATITIS C]","25","44","[INTERFERON]","209","219","Sixty-nine patients with [CHRONIC HEPATITIS C] (CH-C) were treated with interferon therapy, and serum collagen type IV (s-collagen IV) levels were measured by enzyme immunoassay to analyze the responsiveness to [INTERFERON] therapy.","0"
"2027","TWrex-treat","[ASTHMA]","31","37","[BECLOMETHASONE DIPROPIONATE]","47","74","A glucocorticosteroid used for [ASTHMA] therapy, [BECLOMETHASONE DIPROPIONATE], was selected as an experimental model drug.","0"
"2028","TWrex-treat","[ARTERIAL HYPERTENSION]","77","98","[LISINOPRIL]","50","60","A case of fulminant hepatitis in a patient taking [LISINOPRIL] for 5 weeks for [ARTERIAL HYPERTENSION] is reported.","0"
"2029","TWrex-treat","[HYPERTENSION]","27","39","[TIMOLOL]","56","63","In 25 patients with ocular [HYPERTENSION] and open angles [TIMOLOL] maleate lowered the intraocular pressure (IOP) of 71% of the 49 eyes treated, keeping it below 22 mm Hg during 4 years of therapy.","0"
"2030","TWrex-treat","[HCMV]","44","48","[GANCICLOVIR]","75","86","The antiviral activity of ISIS 2922 against [HCMV] was additive with that of [GANCICLOVIR] (9-(1,3-dihydroxy-2-propoxymethylguanine); DHPG) or foscarnet (phosphonoformate.","0"
